accessionVersion	lineage	sampleCollectionDate	geoLocCountry	geoLocAdmin1	authors	authorAffiliations	hostNameScientific	length	earliestReleaseDate	submissionId	groupName	dataUseTerms	dataUseTermsUrl	completeness	geoLocAdmin2	geoLocCity	isLabHost	specimenCollectorSampleId	totalAmbiguousNucs	totalUnknownNucs	diagnosticMeasurementValue	diagnosticMeasurementUnit	diagnosticMeasurementMethod
PP_001TNU1.1	A.D.1	2020-02-04	USA	Washington, King County	Frazar, C. D.; Lee, J.; Ryke, E.; Gamboa, L.; McDermot, E.; Stone, J.; Kolar, T.; Han, P. D.; Sibley, T. R.; Truong, M.; Reinhart, D.; Wolf, C. R.; Boeckh, M.; Englund, J. A.; Lutz, B. R.; Waghmare, A.; Viboud, C.; Starita, L. M.; Shendure, J.; Bedford, T.; Chu, H. Y.	The Brotman Baty Institute for Precision Medicine	Homo sapiens	15010	2023-08-26	OR287967.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9492282430213465				RSV-A/human/USA/WA-S23353/2020	0	559			
PP_001TNVZ.1	A.D.1	2020-02-07	USA	Washington, King County	Frazar, C. D.; Lee, J.; Ryke, E.; Gamboa, L.; McDermot, E.; Stone, J.; Kolar, T.; Han, P. D.; Sibley, T. R.; Truong, M.; Reinhart, D.; Wolf, C. R.; Boeckh, M.; Englund, J. A.; Lutz, B. R.; Waghmare, A.; Viboud, C.; Starita, L. M.; Shendure, J.; Bedford, T.; Chu, H. Y.	The Brotman Baty Institute for Precision Medicine	Homo sapiens	15172	2023-08-26	OR287968.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9965188834154352				RSV-A/human/USA/WA-S23354/2020	0	1			
PP_001TNWX.1	A.D.1	2020-02-07	USA	Washington, Snohomish County	Frazar, C. D.; Lee, J.; Ryke, E.; Gamboa, L.; McDermot, E.; Stone, J.; Kolar, T.; Han, P. D.; Sibley, T. R.; Truong, M.; Reinhart, D.; Wolf, C. R.; Boeckh, M.; Englund, J. A.; Lutz, B. R.; Waghmare, A.; Viboud, C.; Starita, L. M.; Shendure, J.; Bedford, T.; Chu, H. Y.	The Brotman Baty Institute for Precision Medicine	Homo sapiens	15197	2023-08-26	OR287969.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9982266009852216				RSV-A/human/USA/WA-S23355/2020	0	0			
PP_001TNXV.1	A.D.1	2020-02-10	USA	Washington, King County	Frazar, C. D.; Lee, J.; Ryke, E.; Gamboa, L.; McDermot, E.; Stone, J.; Kolar, T.; Han, P. D.; Sibley, T. R.; Truong, M.; Reinhart, D.; Wolf, C. R.; Boeckh, M.; Englund, J. A.; Lutz, B. R.; Waghmare, A.; Viboud, C.; Starita, L. M.; Shendure, J.; Bedford, T.; Chu, H. Y.	The Brotman Baty Institute for Precision Medicine	Homo sapiens	15046	2023-08-26	OR287970.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9857471264367816				RSV-A/human/USA/WA-S23356/2020	0	39			
PP_001TNYT.1	A.D.3	2020-02-12	USA	Washington, King County	Frazar, C. D.; Lee, J.; Ryke, E.; Gamboa, L.; McDermot, E.; Stone, J.; Kolar, T.; Han, P. D.; Sibley, T. R.; Truong, M.; Reinhart, D.; Wolf, C. R.; Boeckh, M.; Englund, J. A.; Lutz, B. R.; Waghmare, A.; Viboud, C.; Starita, L. M.; Shendure, J.; Bedford, T.; Chu, H. Y.	The Brotman Baty Institute for Precision Medicine	Homo sapiens	15178	2023-08-26	OR287971.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9932348111658457				RSV-A/human/USA/WA-S23357/2020	0	55			
PP_001TNZR.1	A.D.3	2020-02-12	USA	Washington, Snohomish County	Frazar, C. D.; Lee, J.; Ryke, E.; Gamboa, L.; McDermot, E.; Stone, J.; Kolar, T.; Han, P. D.; Sibley, T. R.; Truong, M.; Reinhart, D.; Wolf, C. R.; Boeckh, M.; Englund, J. A.; Lutz, B. R.; Waghmare, A.; Viboud, C.; Starita, L. M.; Shendure, J.; Bedford, T.; Chu, H. Y.	The Brotman Baty Institute for Precision Medicine	Homo sapiens	14951	2023-08-26	OR287972.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.969064039408867				RSV-A/human/USA/WA-S23358/2020	0	196			
PP_001TP0P.1	A.D.1	2020-02-14	USA	Washington	Frazar, C. D.; Lee, J.; Ryke, E.; Gamboa, L.; McDermot, E.; Stone, J.; Kolar, T.; Han, P. D.; Sibley, T. R.; Truong, M.; Reinhart, D.; Wolf, C. R.; Boeckh, M.; Englund, J. A.; Lutz, B. R.; Waghmare, A.; Viboud, C.; Starita, L. M.; Shendure, J.; Bedford, T.; Chu, H. Y.	The Brotman Baty Institute for Precision Medicine	Homo sapiens	14949	2023-08-26	OR287973.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9738587848932676				RSV-A/human/USA/WA-S23359/2020	0	122			
PP_001TP1M.1	A.D.2.2	2020-02-15	USA	Washington	Frazar, C. D.; Lee, J.; Ryke, E.; Gamboa, L.; McDermot, E.; Stone, J.; Kolar, T.; Han, P. D.; Sibley, T. R.; Truong, M.; Reinhart, D.; Wolf, C. R.; Boeckh, M.; Englund, J. A.; Lutz, B. R.; Waghmare, A.; Viboud, C.; Starita, L. M.; Shendure, J.; Bedford, T.; Chu, H. Y.	The Brotman Baty Institute for Precision Medicine	Homo sapiens	15101	2023-08-26	OR287974.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9808210180623974				RSV-A/human/USA/WA-S23360/2020	0	168			
PP_001TP2K.1	A.D.1	2020-02-15	USA	Washington, King County	Frazar, C. D.; Lee, J.; Ryke, E.; Gamboa, L.; McDermot, E.; Stone, J.; Kolar, T.; Han, P. D.; Sibley, T. R.; Truong, M.; Reinhart, D.; Wolf, C. R.; Boeckh, M.; Englund, J. A.; Lutz, B. R.; Waghmare, A.; Viboud, C.; Starita, L. M.; Shendure, J.; Bedford, T.; Chu, H. Y.	The Brotman Baty Institute for Precision Medicine	Homo sapiens	15163	2023-08-26	OR287975.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9958620689655172				RSV-A/human/USA/WA-S23361/2020	0	1			
PP_001TP3H.1	A.D.2.2	2020-02-16	USA	Washington, Snohomish County	Frazar, C. D.; Lee, J.; Ryke, E.; Gamboa, L.; McDermot, E.; Stone, J.; Kolar, T.; Han, P. D.; Sibley, T. R.; Truong, M.; Reinhart, D.; Wolf, C. R.; Boeckh, M.; Englund, J. A.; Lutz, B. R.; Waghmare, A.; Viboud, C.; Starita, L. M.; Shendure, J.; Bedford, T.; Chu, H. Y.	The Brotman Baty Institute for Precision Medicine	Homo sapiens	15048	2023-08-26	OR287976.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9881116584564861				RSV-A/human/USA/WA-S23362/2020	0	3			
PP_001TP4F.1	A.D.1	2020-02-16	USA	Washington, King County	Frazar, C. D.; Lee, J.; Ryke, E.; Gamboa, L.; McDermot, E.; Stone, J.; Kolar, T.; Han, P. D.; Sibley, T. R.; Truong, M.; Reinhart, D.; Wolf, C. R.; Boeckh, M.; Englund, J. A.; Lutz, B. R.; Waghmare, A.; Viboud, C.; Starita, L. M.; Shendure, J.; Bedford, T.; Chu, H. Y.	The Brotman Baty Institute for Precision Medicine	Homo sapiens	15029	2023-08-26	OR287977.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9250574712643678				RSV-A/human/USA/WA-S23363/2020	0	949			
PP_001TP5D.1	A.D.2.2	2020-02-16	USA	Washington, King County	Frazar, C. D.; Lee, J.; Ryke, E.; Gamboa, L.; McDermot, E.; Stone, J.; Kolar, T.; Han, P. D.; Sibley, T. R.; Truong, M.; Reinhart, D.; Wolf, C. R.; Boeckh, M.; Englund, J. A.; Lutz, B. R.; Waghmare, A.; Viboud, C.; Starita, L. M.; Shendure, J.; Bedford, T.; Chu, H. Y.	The Brotman Baty Institute for Precision Medicine	Homo sapiens	14985	2023-08-26	OR287978.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9370114942528736				RSV-A/human/USA/WA-S23364/2020	0	720			
PP_001TP6B.1	A.D.1	2020-02-16	USA	Washington, King County	Frazar, C. D.; Lee, J.; Ryke, E.; Gamboa, L.; McDermot, E.; Stone, J.; Kolar, T.; Han, P. D.; Sibley, T. R.; Truong, M.; Reinhart, D.; Wolf, C. R.; Boeckh, M.; Englund, J. A.; Lutz, B. R.; Waghmare, A.; Viboud, C.; Starita, L. M.; Shendure, J.; Bedford, T.; Chu, H. Y.	The Brotman Baty Institute for Precision Medicine	Homo sapiens	15187	2023-08-26	OR287979.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9938259441707717				RSV-A/human/USA/WA-S23365/2020	0	55			
PP_001TP79.1	A.D.1	2020-02-16	USA	Washington, King County	Frazar, C. D.; Lee, J.; Ryke, E.; Gamboa, L.; McDermot, E.; Stone, J.; Kolar, T.; Han, P. D.; Sibley, T. R.; Truong, M.; Reinhart, D.; Wolf, C. R.; Boeckh, M.; Englund, J. A.; Lutz, B. R.; Waghmare, A.; Viboud, C.; Starita, L. M.; Shendure, J.; Bedford, T.; Chu, H. Y.	The Brotman Baty Institute for Precision Medicine	Homo sapiens	15010	2023-08-26	OR287980.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9615106732348112				RSV-A/human/USA/WA-S23366/2020	0	373			
PP_001TP87.1	A.D.1	2020-02-18	USA	Washington, King County	Frazar, C. D.; Lee, J.; Ryke, E.; Gamboa, L.; McDermot, E.; Stone, J.; Kolar, T.; Han, P. D.; Sibley, T. R.; Truong, M.; Reinhart, D.; Wolf, C. R.; Boeckh, M.; Englund, J. A.; Lutz, B. R.; Waghmare, A.; Viboud, C.; Starita, L. M.; Shendure, J.; Bedford, T.; Chu, H. Y.	The Brotman Baty Institute for Precision Medicine	Homo sapiens	14939	2023-08-26	OR287981.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9513300492610838				RSV-A/human/USA/WA-S23367/2020	0	456			
PP_001TP95.1	A.D.1	2020-02-24	USA	Washington, Snohomish County	Frazar, C. D.; Lee, J.; Ryke, E.; Gamboa, L.; McDermot, E.; Stone, J.; Kolar, T.; Han, P. D.; Sibley, T. R.; Truong, M.; Reinhart, D.; Wolf, C. R.; Boeckh, M.; Englund, J. A.; Lutz, B. R.; Waghmare, A.; Viboud, C.; Starita, L. M.; Shendure, J.; Bedford, T.; Chu, H. Y.	The Brotman Baty Institute for Precision Medicine	Homo sapiens	15069	2023-08-26	OR287982.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9663054187192118				RSV-A/human/USA/WA-S23368/2020	0	358			
PP_001TPA3.1	A.D.1	2020-03-04	USA	Washington, King County	Frazar, C. D.; Lee, J.; Ryke, E.; Gamboa, L.; McDermot, E.; Stone, J.; Kolar, T.; Han, P. D.; Sibley, T. R.; Truong, M.; Reinhart, D.; Wolf, C. R.; Boeckh, M.; Englund, J. A.; Lutz, B. R.; Waghmare, A.; Viboud, C.; Starita, L. M.; Shendure, J.; Bedford, T.; Chu, H. Y.	The Brotman Baty Institute for Precision Medicine	Homo sapiens	14564	2023-08-26	OR287983.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9066666666666666				RSV-A/human/USA/WA-S23369/2020	0	761			
PP_001TPB1.1	A.D.1.1	2020-03-14	USA	Washington, King County	Frazar, C. D.; Lee, J.; Ryke, E.; Gamboa, L.; McDermot, E.; Stone, J.; Kolar, T.; Han, P. D.; Sibley, T. R.; Truong, M.; Reinhart, D.; Wolf, C. R.; Boeckh, M.; Englund, J. A.; Lutz, B. R.; Waghmare, A.; Viboud, C.; Starita, L. M.; Shendure, J.; Bedford, T.; Chu, H. Y.	The Brotman Baty Institute for Precision Medicine	Homo sapiens	15168	2023-08-26	OR287984.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9965188834154352				RSV-A/human/USA/WA-S23370/2020	0	1			
PP_001TPCZ.1	A.D.1	2020-03-13	USA	Washington, King County	Frazar, C. D.; Lee, J.; Ryke, E.; Gamboa, L.; McDermot, E.; Stone, J.; Kolar, T.; Han, P. D.; Sibley, T. R.; Truong, M.; Reinhart, D.; Wolf, C. R.; Boeckh, M.; Englund, J. A.; Lutz, B. R.; Waghmare, A.; Viboud, C.; Starita, L. M.; Shendure, J.; Bedford, T.; Chu, H. Y.	The Brotman Baty Institute for Precision Medicine	Homo sapiens	15156	2023-08-26	OR287985.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.991264367816092				RSV-A/human/USA/WA-S23371/2020	0	65			
PP_001TPDX.1	A.D.3	2021-08-18	USA	Washington, King County	Frazar, C. D.; Lee, J.; Ryke, E.; Gamboa, L.; McDermot, E.; Stone, J.; Kolar, T.; Han, P. D.; Sibley, T. R.; Truong, M.; Reinhart, D.; Wolf, C. R.; Duchin, J.; Boeckh, M.; Englund, J. A.; Lutz, B. R.; Waghmare, A.; Viboud, C.; Starita, L. M.; Chu, H. Y.; Bedford, T.; Shendure, J.	The Brotman Baty Institute for Precision Medicine	Homo sapiens	15046	2023-08-26	OR287986.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9883087027914614				RSV-A/human/USA/WA-S23372/2021	0	0			
PP_001TPEV.1	A.D.5.2	2021-11-11	USA	Washington, King County	Frazar, C. D.; Lee, J.; Ryke, E.; Gamboa, L.; McDermot, E.; Stone, J.; Kolar, T.; Han, P. D.; Sibley, T. R.; Truong, M.; Reinhart, D.; Wolf, C. R.; Duchin, J.; Boeckh, M.; Englund, J. A.; Lutz, B. R.; Waghmare, A.; Viboud, C.; Starita, L. M.; Chu, H. Y.; Bedford, T.; Shendure, J.	The Brotman Baty Institute for Precision Medicine	Homo sapiens	15134	2023-08-26	OR287987.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9905418719211823				RSV-A/human/USA/WA-S23373/2021	0	54			
PP_001TPFT.1	A.D.1.8	2021-11-11	USA	Washington, King County	Frazar, C. D.; Lee, J.; Ryke, E.; Gamboa, L.; McDermot, E.; Stone, J.; Kolar, T.; Han, P. D.; Sibley, T. R.; Truong, M.; Reinhart, D.; Wolf, C. R.; Duchin, J.; Boeckh, M.; Englund, J. A.; Lutz, B. R.; Waghmare, A.; Viboud, C.; Starita, L. M.; Chu, H. Y.; Bedford, T.; Shendure, J.	The Brotman Baty Institute for Precision Medicine	Homo sapiens	15199	2023-08-26	OR287988.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9931691297208538				RSV-A/human/USA/WA-S23374/2021	0	78			
PP_001TPGR.1	A.D	2019-02-26	Zambia		Simusika, P.; Okamoto, M.; Sakamoto, M.; Dapat, C.; Imamura, T.; Saito, M.; Azam, S.; Mwila, E.; Monze, M.; Oshitani, H.	Tohoku University, Graduate school of Medicine, Virology Department	Homo sapiens	14544	2023-08-26	OR287996.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9552709359605911				Zam-LSK065_2019-02-26	0	0			
PP_001TPHN.1	A.D	2019-02-26	Zambia		Simusika, P.; Okamoto, M.; Sakamoto, M.; Dapat, C.; Imamura, T.; Saito, M.; Azam, S.; Mwila, E.; Monze, M.; Oshitani, H.	Tohoku University, Graduate school of Medicine, Virology Department	Homo sapiens	14544	2023-08-26	OR287997.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9353037766830871				Zam-NDL054_2019-02-26	0	304			
PP_001TPJL.1	A.D.2.2.1	2018-06-16	Zambia		Simusika, P.; Okamoto, M.; Sakamoto, M.; Dapat, C.; Imamura, T.; Saito, M.; Azam, S.; Mwila, E.; Monze, M.; Oshitani, H.	Tohoku University, Graduate school of Medicine, Virology Department	Homo sapiens	14544	2023-08-26	OR287998.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9552709359605911				Zam-LSK269_2018-06-16	0	0			
PP_001TPKJ.1	A.D	2018-04-01	Zambia		Simusika, P.; Okamoto, M.; Sakamoto, M.; Dapat, C.; Imamura, T.; Saito, M.; Azam, S.; Mwila, E.; Monze, M.; Oshitani, H.	Tohoku University, Graduate school of Medicine, Virology Department	Homo sapiens	14544	2023-08-26	OR287999.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9394417077175697				Zam-LSK131_2018-04-01	0	241			
PP_001TPLG.1	A.D	2018-05-23	Zambia		Simusika, P.; Okamoto, M.; Sakamoto, M.; Dapat, C.; Imamura, T.; Saito, M.; Azam, S.; Mwila, E.; Monze, M.; Oshitani, H.	Tohoku University, Graduate school of Medicine, Virology Department	Homo sapiens	14544	2023-08-26	OR288000.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9443021346469622				Zam-LSK192_2018-05-23	0	167			
PP_001TPME.1	A.D	2018-05-23	Zambia		Simusika, P.; Okamoto, M.; Sakamoto, M.; Dapat, C.; Imamura, T.; Saito, M.; Azam, S.; Mwila, E.; Monze, M.; Oshitani, H.	Tohoku University, Graduate school of Medicine, Virology Department	Homo sapiens	14544	2023-08-26	OR288001.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9406896551724138				Zam-LSK193_2018-05-23	0	222			
PP_001TPNC.1	A.D	2018-04-19	Zambia		Simusika, P.; Okamoto, M.; Sakamoto, M.; Dapat, C.; Imamura, T.; Saito, M.; Azam, S.; Mwila, E.; Monze, M.; Oshitani, H.	Tohoku University, Graduate school of Medicine, Virology Department	Homo sapiens	14544	2023-08-26	OR288002.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9504761904761905				Zam-LSK150_2018-04-19	0	73			
PP_001TPPA.1	A.D	2018-06-16	Zambia		Simusika, P.; Okamoto, M.; Sakamoto, M.; Dapat, C.; Imamura, T.; Saito, M.; Azam, S.; Mwila, E.; Monze, M.; Oshitani, H.	Tohoku University, Graduate school of Medicine, Virology Department	Homo sapiens	14544	2023-08-26	OR288003.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.949688013136289				Zam-LSK276_2018-06-16	0	85			
PP_001TPQ8.1	A.D	2018-04-26	Zambia		Simusika, P.; Okamoto, M.; Sakamoto, M.; Dapat, C.; Imamura, T.; Saito, M.; Azam, S.; Mwila, E.; Monze, M.; Oshitani, H.	Tohoku University, Graduate school of Medicine, Virology Department	Homo sapiens	14544	2023-08-26	OR288004.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9552709359605911				Zam-NDL111_2018-04-26	0	0			
PP_001TPR6.1	A.D	2018-03-21	Zambia		Simusika, P.; Okamoto, M.; Sakamoto, M.; Dapat, C.; Imamura, T.; Saito, M.; Azam, S.; Mwila, E.; Monze, M.; Oshitani, H.	Tohoku University, Graduate school of Medicine, Virology Department	Homo sapiens	14544	2023-08-26	OR288005.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9552709359605911				Zam-NDL061_2018-03-21	0	0			
PP_001TPS4.1	A.D	2018-03-27	Zambia		Simusika, P.; Okamoto, M.; Sakamoto, M.; Dapat, C.; Imamura, T.; Saito, M.; Azam, S.; Mwila, E.; Monze, M.; Oshitani, H.	Tohoku University, Graduate school of Medicine, Virology Department	Homo sapiens	14544	2023-08-26	OR288006.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9552709359605911				Zam-NDL077_2018-03-27	0	0			
PP_001TPT2.1	A.D	2018-03-21	Zambia		Simusika, P.; Okamoto, M.; Sakamoto, M.; Dapat, C.; Imamura, T.; Saito, M.; Azam, S.; Mwila, E.; Monze, M.; Oshitani, H.	Tohoku University, Graduate school of Medicine, Virology Department	Homo sapiens	14544	2023-08-26	OR288007.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9552052545155993				Zam-NDL060_2018-03-21	1	0			
PP_001TPU0.1	A.D	2018-04-23	Zambia		Simusika, P.; Okamoto, M.; Sakamoto, M.; Dapat, C.; Imamura, T.; Saito, M.; Azam, S.; Mwila, E.; Monze, M.; Oshitani, H.	Tohoku University, Graduate school of Medicine, Virology Department	Homo sapiens	14544	2023-08-26	OR288008.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9552709359605911				Zam-NDL106_2018-04-23	0	0			
PP_001TPVY.1	A.D	2018-06-14	Zambia		Simusika, P.; Okamoto, M.; Sakamoto, M.; Dapat, C.; Imamura, T.; Saito, M.; Azam, S.; Mwila, E.; Monze, M.; Oshitani, H.	Tohoku University, Graduate school of Medicine, Virology Department	Homo sapiens	14544	2023-08-26	OR288009.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9552709359605911				Zam-LSK277_2018-06-14	0	0			
PP_001TPWW.1	A.D	2019-02-24	Zambia		Simusika, P.; Okamoto, M.; Sakamoto, M.; Dapat, C.; Imamura, T.; Saito, M.; Azam, S.; Mwila, E.; Monze, M.; Oshitani, H.	Tohoku University, Graduate school of Medicine, Virology Department	Homo sapiens	14544	2023-08-26	OR288010.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9552709359605911				Zam-LSK059_2019-02-24	0	0			
PP_001TPXU.1	A.D	2019-03-13	Zambia		Simusika, P.; Okamoto, M.; Sakamoto, M.; Dapat, C.; Imamura, T.; Saito, M.; Azam, S.; Mwila, E.; Monze, M.; Oshitani, H.	Tohoku University, Graduate school of Medicine, Virology Department	Homo sapiens	14544	2023-08-26	OR288011.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9552052545155993				Zam-LSK074_2019-03-13	1	0			
PP_001TWEN.1	A.3.1.1	2012-01-05	USA		Avadhanula, V.; Agustinho, D. P.; Menon, V. K.; Chemaly, R. F.; Shah, D. P.; Qin, X.; Surathu, A.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Gregeen, S. J.; Gibbs, R. A.; Petrosino, J. J.; Sedlazeck, F. J.; Piedra, P. A.	Baylor College of Medicine, Human Genome Sequencing Center	Homo sapiens	15198	2023-10-01	OR466327.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	1.0				p1306-121310701A	0	0			
PP_001TWFL.1	A.3.1.1	2012-01-09	USA		Avadhanula, V.; Agustinho, D. P.; Menon, V. K.; Chemaly, R. F.; Shah, D. P.; Qin, X.; Surathu, A.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Gregeen, S. J.; Gibbs, R. A.; Petrosino, J. J.; Sedlazeck, F. J.; Piedra, P. A.	Baylor College of Medicine, Human Genome Sequencing Center	Homo sapiens	15174	2023-10-01	OR466328.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9865353037766831				p1306-121310702A	0	205			
PP_001TWGJ.1	A.D	2012-02-13	USA		Avadhanula, V.; Agustinho, D. P.; Menon, V. K.; Chemaly, R. F.; Shah, D. P.; Qin, X.; Surathu, A.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Gregeen, S. J.; Gibbs, R. A.; Petrosino, J. J.; Sedlazeck, F. J.; Piedra, P. A.	Baylor College of Medicine, Human Genome Sequencing Center	Homo sapiens	15157	2023-10-01	OR466329.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9938916256157635				p1306-121310703A	0	0			
PP_001TWHF.1	A.D	2012-02-21	USA		Avadhanula, V.; Agustinho, D. P.; Menon, V. K.; Chemaly, R. F.; Shah, D. P.; Qin, X.; Surathu, A.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Gregeen, S. J.; Gibbs, R. A.; Petrosino, J. J.; Sedlazeck, F. J.; Piedra, P. A.	Baylor College of Medicine, Human Genome Sequencing Center	Homo sapiens	15142	2023-10-01	OR466330.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.993431855500821				p1306-121310704A	0	0			
PP_001TWJD.1	A.D	2012-03-07	USA		Avadhanula, V.; Agustinho, D. P.; Menon, V. K.; Chemaly, R. F.; Shah, D. P.; Qin, X.; Surathu, A.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Gregeen, S. J.; Gibbs, R. A.; Petrosino, J. J.; Sedlazeck, F. J.; Piedra, P. A.	Baylor College of Medicine, Human Genome Sequencing Center	Homo sapiens	15150	2023-10-01	OR466331.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9938916256157635				p1306-121310705A	0	0			
PP_001TWKB.1	A.D	2012-03-22	USA		Avadhanula, V.; Agustinho, D. P.; Menon, V. K.; Chemaly, R. F.; Shah, D. P.; Qin, X.; Surathu, A.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Gregeen, S. J.; Gibbs, R. A.; Petrosino, J. J.; Sedlazeck, F. J.; Piedra, P. A.	Baylor College of Medicine, Human Genome Sequencing Center	Homo sapiens	15101	2023-10-01	OR466332.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9907389162561576				p1306-121310706A	0	0			
PP_001TWL9.1	A.D	2012-10-12	USA		Avadhanula, V.; Agustinho, D. P.; Menon, V. K.; Chemaly, R. F.; Shah, D. P.; Qin, X.; Surathu, A.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Gregeen, S. J.; Gibbs, R. A.; Petrosino, J. J.; Sedlazeck, F. J.; Piedra, P. A.	Baylor College of Medicine, Human Genome Sequencing Center	Homo sapiens	15149	2023-10-01	OR466333.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9938916256157635				p1306-121310707C	0	0			
