accessionVersion	lineage	sampleCollectionDate	geoLocCountry	geoLocAdmin1	authors	authorAffiliations	hostNameScientific	length	earliestReleaseDate	submissionId	groupName	dataUseTerms	dataUseTermsUrl	biosampleAccession	completeness	geoLocAdmin2	geoLocCity	insdcAccessionFull	insdcRawReadsAccession	isLabHost	specimenCollectorSampleId	totalAmbiguousNucs	totalUnknownNucs	diagnosticMeasurementValue	diagnosticMeasurementMethod	diagnosticMeasurementUnit
PP_002TKHR.1	B.D.4.1	2017-12-01	Spain		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15070	2024-04-09	PP376842.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9900801471554329			PP376842.1			340101018	0	0			
PP_002TKJP.1	B.D.4.1.1	2018-07-01	Australia		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376843.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376843.1			610101002	0	0			
PP_002TKKM.1	B.D.4.1.1	2019-01-10	Netherlands		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15223	2024-04-09	PP376844.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376844.1			310102047	0	0			
PP_002TKLK.1	B.D.4.1.1	2019-01-10	Netherlands		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376845.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376845.1			310102046	0	0			
PP_002TKMH.1	B.D.4.1.1	2018-11-10	Canada		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376846.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376846.1			010202003	0	0			
PP_002TKNF.1	B.D.4.1.1	2019-12-10	Netherlands		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15223	2024-04-09	PP376847.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376847.1			310103044	0	0			
PP_002TKPD.1	B.D.4.1.1	2019-12-10	United Kingdom		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15178	2024-04-09	PP376848.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9971751412429378			PP376848.1			440103042	1	0			
PP_002TKQB.1	B.D.4.1.1	2019-02-10	Canada		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15224	2024-04-09	PP376849.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376849.1			010102040	0	0			
PP_002TKR9.1	B.D.4.1.1	2020-02-10	Spain		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376850.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376850.1			340103033	0	0			
PP_002TKS7.1	B.D.4.1.1	2019-03-10	Canada		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376851.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9991459729339115			PP376851.1			010202042	1	0			
PP_002TKT5.1	B.D.4.1.1	2019-06-10	South Africa		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15223	2024-04-09	PP376852.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376852.1			270102073	0	0			
PP_002TKU3.1	B.D.4.1.1	2018-07-10	Brazil		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376853.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376853.1			550101036	0	0			
PP_002TKV1.1	B.D.4.1.1	2019-07-10	South Africa		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15091	2024-04-09	PP376854.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9905400078833267			PP376854.1			270102087	0	0			
PP_002TKWZ.1	B.D.4.1.1	2018-09-10	Brazil		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15186	2024-04-09	PP376855.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9975693075811326			PP376855.1			550102016	1	0			
PP_002TKXX.1	B.D.4.1.1	2017-12-11	Netherlands		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376856.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376856.1			310101015	0	0			
PP_002TKYV.1	B.D.4.1.1	2019-12-11	Netherlands		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376857.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376857.1			310103041	0	0			
PP_002TKZT.1	B.D.4.1.1	2019-12-11	South Korea		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376858.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376858.1			820103043	0	0			
PP_002TL0R.1	B.D.4.1.1	2019-12-11	South Korea		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376859.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376859.1			820103048	0	0			
PP_002TL1P.1	B.D.4.1.1	2019-02-11	Canada		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376860.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376860.1			010102039	0	0			
PP_002TL2M.1	B.D.4.1.1	2019-03-11	Germany		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15223	2024-04-09	PP376861.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376861.1			490102033	0	0			
PP_002TL3K.1	B.D.4.1.1	2019-03-11	Finland		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376862.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9965838917356458			PP376862.1			358102010	40	0			
PP_002TL4H.1	B.D.4.1.1	2019-06-11	Brazil		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15224	2024-04-09	PP376863.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376863.1			550102130	0	0			
PP_002TL5F.1	B.D.4.1.1	2019-06-11	Brazil		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376864.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376864.1			550102129	0	0			
PP_002TL6D.1	B.D.4.1.1	2018-07-11	Japan		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15221	2024-04-09	PP376865.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376865.1			810102002	0	0			
PP_002TL7B.1	B.D.4.1	2018-08-11	Australia		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15223	2024-04-09	PP376866.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376866.1			610101019	0	0			
PP_002TL89.1	B.D.4.1.1	2019-01-12	Germany		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376867.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376867.1			490102003	0	0			
PP_002TL97.1	B.D.4.1.1	2018-12-12	Netherlands		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376868.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376868.1			310102023	0	0			
PP_002TLA5.1	B.D.4.1.1	2018-12-12	United Kingdom		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376869.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376869.1			440102029	0	0			
PP_002TLB3.1	B.D.4.1.1	2019-12-12	Netherlands		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376870.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376870.1			310103038	0	0			
PP_002TLC1.1	B.D.4.1.1	2019-02-12	Spain		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15223	2024-04-09	PP376871.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376871.1			340102040	0	0			
PP_002TLDZ.1	B.D.4.1.1	2018-03-12	United Kingdom		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376872.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376872.1			440101002	0	0			
PP_002TLEX.1	B.D.4.1.1	2018-04-12	Japan		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376873.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9991459729339115			PP376873.1			810101025	1	0			
PP_002TLFV.1	B.D.4.1.1	2019-06-12	Brazil		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15223	2024-04-09	PP376874.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376874.1			550102136	0	0			
PP_002TLGT.1	B.D.4.1.1	2018-07-12	Australia		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15223	2024-04-09	PP376875.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376875.1			610101006	0	0			
PP_002TLHQ.1	B.D.4.1.1	2020-01-13	South Korea		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376876.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376876.1			820103057	0	0			
PP_002TLJN.1	B.D.4.1.1	2019-11-13	Netherlands		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15221	2024-04-09	PP376877.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376877.1			310103058	0	0			
PP_002TLKL.1	B.D.E.2	2018-12-13	Spain		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376878.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376878.1			340102005	0	0			
PP_002TLLJ.1	B.D.4.1.1	2019-02-13	Netherlands		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15223	2024-04-09	PP376879.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376879.1			310102051	0	0			
PP_002TLMG.1	B.D.4.1	2018-03-13	Finland		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15221	2024-04-09	PP376880.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9989488897648141			PP376880.1			358101042	4	0			
PP_002TLNE.1	B.D.4.1.1	2020-03-13	Finland		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15180	2024-04-09	PP376881.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9971751412429378			PP376881.1			358103049	1	0			
PP_002TLPC.1	B.D.4.1.1	2018-07-13	Brazil		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	14703	2024-04-09	PP376882.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.965970306135856			PP376882.1			550101040	0	0			
PP_002TLQA.1	B.D.4.1.1	2018-08-13	Japan		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376883.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376883.1			810020040	0	0			
PP_002TLR8.1	B.D.4.1.1	2018-08-13	Japan		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376884.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9991459729339115			PP376884.1			810020038	1	0			
PP_002TLS6.1	B.D.4.1.1	2018-09-13	Australia		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376885.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376885.1			610101034	0	0			
PP_002TLT4.1	B.D.4.1.1	2019-01-14	Germany		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376886.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376886.1			490102001	0	0			
PP_002TLU2.1	B.D.4.1.1	2019-01-14	Spain		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376887.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376887.1			340102022	0	0			
PP_002TLV0.1	B.D.4.1.1	2019-10-14	France		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15220	2024-04-09	PP376888.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9991459729339115			PP376888.1			330103001	1	0			
PP_002TLWY.1	B.D.4.1	2017-11-14	Spain		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376889.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376889.1			340101001	0	0			
PP_002TLXW.1	B.D.4.1	2018-11-14	Canada		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15223	2024-04-09	PP376890.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9991459729339115			PP376890.1			010202005	1	0			
PP_002TLYU.1	B.D.4.1.1	2017-12-14	Finland		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15219	2024-04-09	PP376891.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376891.1			358101002	0	0			
PP_002TLZS.1	B.D.4.1.1	2018-12-14	Netherlands		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15221	2024-04-09	PP376892.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9990802785442123			PP376892.1			310102026	2	0			
PP_002TM0Q.1	B.D.4.1.1	2019-02-14	South Africa		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15072	2024-04-09	PP376893.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9901458415451321			PP376893.1			270102003	0	0			
PP_002TM1N.1	B.D.4.1.1	2019-03-14	South Africa		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15223	2024-04-09	PP376894.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376894.1			270102016	0	0			
PP_002TM2L.1	B.D.4.1.1	2019-06-14	Australia		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376895.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376895.1			610102024	0	0			
PP_002TM3J.1	B.D.4.1.1	2019-08-14	Brazil		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15224	2024-04-09	PP376896.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9991459729339115			PP376896.1			550102184	1	0			
PP_002TM4G.1	B.D.4.1.1	2018-10-15	Japan		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15223	2024-04-09	PP376897.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376897.1			810102067	0	0			
PP_002TM5E.1	B.D.4.1	2018-11-15	Netherlands		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376898.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376898.1			310102004	0	0			
PP_002TM6C.1	B.D.4.1	2017-12-15	Spain		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376899.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376899.1			340101034	0	0			
PP_002TM7A.1	B.D.4.1.1	2018-12-15	Canada		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15223	2024-04-09	PP376900.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9991459729339115			PP376900.1			010202018	1	0			
PP_002TM88.1	B.D.4.1.1	2019-03-15	Finland		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376901.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376901.1			358102011	0	0			
PP_002TM96.1	B.D.4.1.1	2019-05-15	Australia		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15225	2024-04-09	PP376902.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376902.1			610102008	0	0			
PP_002TMA4.1	B.D.4.1.1	2019-05-15	South Africa		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15223	2024-04-09	PP376903.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376903.1			270102057	0	0			
PP_002TMB2.1	B.D.4.1.1	2018-07-15	Japan		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376904.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376904.1			810102006	0	0			
PP_002TMC0.1	B.D.4.1.1	2018-08-15	Brazil		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15223	2024-04-09	PP376905.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376905.1			550102004	0	0			
PP_002TMDY.1	B.D.4.1.1	2018-01-16	Finland		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15221	2024-04-09	PP376906.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376906.1			358101016	0	0			
PP_002TMEW.1	B.D.4.1.1	2019-01-16	Germany		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376907.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376907.1			490102006	0	0			
PP_002TMFU.1	B.D.4.1.1	2019-01-16	Germany		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376908.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376908.1			490102005	0	0			
PP_002TMGS.1	B.D.4.1.1	2018-10-16	United Kingdom		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376909.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376909.1			440102002	0	0			
PP_002TMHP.1	B.D.4.1.1	2017-11-16	Netherlands		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376910.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376910.1			310101006	0	0			
